nombre_campo;descripcion;modulo;valores_permitidos;numero_pregunta;tema_pregunta;pagina_pdf;estado_extraccion;asignacion_valores
P44_4_1;Destino final de los residuos sólidos recolectados (%) / Quemados / Incinerados;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;44;municipalidad, 2021;27;ok;sin_valores
P44_5;Destino final de los residuos sólidos recolectados / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;44;municipalidad, 2021;27;ok;asignado_por_posicion
P44_5_1;Destino final de los residuos sólidos recolectados (%) / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;44;municipalidad, 2021;27;ok;sin_valores
P44_5_O;Destino final de los residuos sólidos recolectados (%) / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;44;municipalidad, 2021;27;ok;sin_valores
VFI_P46;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;44;municipalidad, 2021;27;ok;asignado_por_posicion
P46_1;¿La municipalidad expidió carné de sanidad para manipulación de alimentos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;44;Municipalidad que;27;ok;asignado_por_posicion
P46A_1;Carnés de sanidad para manipulación de alimentos / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;45;expidió carné de;27;ok;sin_valores
P46_2;¿La municipalidad expidió carné de sanidad para no manipulación de alimentos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;45;sanidad, 2021;27;ok;asignado_por_posicion
P46A_2;Carnés de sanidad para no manipulación de alimentos / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;45;sanidad, 2021;27;ok;sin_valores
VFI_P47;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;45;sanidad, 2021;27;ok;asignado_por_posicion
P47;¿La municipalidad tiene comerciantes ambulantes registrados?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No tiene;45;Municipalidad que;27;ok;asignado_por_posicion
P47_T;Número de comerciantes ambulantes registrados en la Municipalidad / Total;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;46;ambulantes;27;ok;sin_valores
P47_M;Número de comerciantes ambulantes registrados en la Municipalidad / Mujer;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;46;diciembre 2021;27;ok;sin_valores
P47_H;Número de comerciantes ambulantes registrados en la Municipalidad / Hombre;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;46;diciembre 2021;27;ok;sin_valores
VFI_P48;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;46;diciembre 2021;27;ok;asignado_por_posicion
P48_1;¿La municipalidad realizó operativos de control de aseo, higiene y salubridad de establecimientos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;46;diciembre 2021;27;ok;asignado_por_posicion
P48A_1;Operativos de control de aseo, higiene y salubridad de establecimientos / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;46;diciembre 2021;27;ok;sin_valores
P48_2;¿La municipalidad realizó operativos de control de verificación de pesas y medidas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;27;ok;asignado_por_posicion
P48A_2;Operativos de control de verificación de pesas y medidas / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;27;ok;sin_valores
P48_3;¿La municipalidad realizó operativos de control de comercio ambulatorio?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;27;ok;asignado_por_posicion
P48A_3;Operativos de control de comercio ambulatorio / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;27;ok;sin_valores
P48_4;¿La municipalidad realizó operativos de control de vigencia de licencia de funcionamiento?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_4;Operativos de control de vigencia de licencia de funcionamiento / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_5;¿La municipalidad realizó operativos de control de vigencia de licencia de edificación?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_5;Operativos de control de vigencia de licencia de edificación / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_6;¿La municipalidad realizó operativos de control de certificado de Inspección Técnica de Seguridad en Edificaciones?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_6;Operativos de control de certificado de Inspección Técnica de Seguridad en Edificaciones / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_7;¿La municipalidad realizó operativos de control de anuncios publicitarios?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_7;Operativos de control de anuncios publicitarios / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_8;¿La municipalidad realizó operativos de control de transporte urbano?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;Municipalidad que;28;ok;asignado_por_posicion
P48A_8;Operativos de control de transporte urbano / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;realizó operativos de;28;ok;sin_valores
P48_9;¿La municipalidad realizó operativos de control de tránsito vehicular en coordinación con la Policía Nacional del Perú?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_9;Operativos de control de tránsito vehicular en coordinación con la Policía Nacional del Perú / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_10;¿La municipalidad realizó operativos de control de emisión de humos y gases tóxicos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_10;Operativos de control de emisión de humos y gases tóxicos/ Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_11;¿La municipalidad realizó operativos de control de ruidos molestos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_11;Operativos de control de ruidos molestos / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_12;¿La municipalidad realizó operativos de control de: Otro?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;control, 2021;28;ok;asignado_por_posicion
P48A_12;Operativos de control / Otro / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
P48_12_O;Operativos de control / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;47;control, 2021;28;ok;sin_valores
VFI_P48B;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;47;control, 2021;28;ok;asignado_por_posicion
P48B_1;tales como: / Existencia de rampas en cruces peatonales o existencia de cruces ¿La municipalidad realizó inspecciones técnicas de campo de las barreras físicas peatonales a nivel de la calzada?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;47;realizó inspecciones;28;ok;asignado_por_posicion
P48B_2;tales como: / Postes, comercio u otros elementos que invaden la circulación ¿La municipalidad realizó inspecciones técnicas de campo de las barreras físicas peatonal, impidiendo el pase de silla de ruedas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;48;que presenta en el;28;ok;asignado_por_posicion
P48B_3;tales como: / Irregularidad en pavimentos (baches, desniveles, discontinuidad de ¿La municipalidad realizó inspecciones técnicas de campo de las barreras físicas la vereda)?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;48;su jurisdicción, 2021;28;ok;asignado_por_posicion
VFI_P49;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: informó;48;su jurisdicción, 2021;28;ok;asignado_por_posicion
P49;¿La municipalidad tiene baños de uso público instalados en el distrito?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No tiene;49;tiene baños de uso;28;ok;asignado_por_posicion
P49_1;Baños de uso público en funcionamiento / Total;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;49;en el distrito, 2022;28;ok;sin_valores
P49_2;Baños de uso público en funcionamiento / Con condiciones de accesibilidad;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;49;en el distrito, 2022;28;ok;sin_valores
VFI_P50;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: informó;49;en el distrito, 2022;28;ok;asignado_por_posicion
P50A;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Plazas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;50;de áreas verdes en;28;ok;asignado_por_posicion
P50A_C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Plazas? / Áreas verdes conservadas (m2);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;50;2021;28;ok;sin_valores
P50B;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Parques?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;50;2021;29;ok;asignado_por_posicion
P50B_C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Parques? / Áreas verdes conservadas (m2);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;50;2021;29;ok;sin_valores
P50C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Parques zonales y zoológicos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;50;2021;29;ok;asignado_por_posicion
P50C_C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Parques zonales y zoológicos? / Áreas verdes conservadas (m2);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;50;2021;29;ok;sin_valores
P50D;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Jardines y óvalos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;50;realizó conservación;29;ok;asignado_por_posicion
P50D_C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Jardines y óvalos? / Áreas verdes conservadas (m2);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;50;2021;29;ok;sin_valores
P50E;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Bermas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;50;2021;29;ok;asignado_por_posicion
P50E_C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Bermas? / Áreas verdes conservadas (m2);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;50;2021;29;ok;sin_valores
P50F;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Alamedas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;50;2021;29;ok;asignado_por_posicion
P50F_C;¿La municipalidad realizó conservación de áreas verdes en espacios públicos, tales como / Alamedas? / Áreas verdes conservadas (m2);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;50;2021;29;ok;sin_valores
VFI_P51;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;50;2021;29;ok;asignado_por_posicion
P51;¿La municipalidad tuvo Bibliotecas Municipales?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No tuvo;50;Municipalidad que;29;ok;asignado_por_posicion
P51_1;Bibliotecas Municipales / Número de locales;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;51;Municipales, 2021;29;ok;sin_valores
P51_2;Biblioteca Municipal / Número de Visitantes / Usuarios;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;51;Municipales, 2021;29;ok;sin_valores
VFI_P52;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;51;Municipalidad que;29;ok;asignado_por_posicion
P52;¿La municipalidad brindó servicio bibliotecario?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No brindó;52;bibliotecario, 2021;29;ok;asignado_por_posicion
VFI_P53;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;52;bibliotecario, 2021;29;ok;asignado_por_posicion
P53_1;Servicios que brindó la Biblioteca Municipal / Lectura en sala;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;52;bibliotecario, 2021;29;ok;asignado_por_posicion
P53A_1;Servicios que brindó la Biblioteca Municipal / Lectura en sala / Total de usuarios del servicio de lectura;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;52;bibliotecario, 2021;29;ok;sin_valores
P53_2;Servicios que brindó la Biblioteca Municipal / Préstamo de libros a domicilio;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;52;bibliotecario, 2021;29;ok;asignado_por_posicion
P53_3;Servicios que brindó la Biblioteca Municipal / Biblioteca virtual;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;53;Municipal, 2021;29;ok;asignado_por_posicion
P53_4;Servicios que brindó la Biblioteca Municipal / Sala de revistas y periódicos (Hemeroteca);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;53;Municipal, 2021;29;ok;asignado_por_posicion
P53_5;Servicios que brindó la Biblioteca Municipal / Sala infantil;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 5: Sí;53;Municipal, 2021;29;ok;asignado_por_posicion
P53_6;Servicios que brindó la Biblioteca Municipal / Biblioteca itinerante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 6: Sí;53;Municipal, 2021;29;ok;asignado_por_posicion
P53_7;Servicios que brindó la Biblioteca Municipal / Internet;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 7: Sí;53;Municipal, 2021;30;ok;asignado_por_posicion
P53_8;Servicios que brindó la Biblioteca Municipal / Catálogo de acceso al público;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 8: Sí;53;Servicios que brindó;30;ok;asignado_por_posicion
P53_9;conferencias, presentaciones de libros, promoción y fomento de la lectura y la Servicios que brindó la Biblioteca Municipal / Servicios culturales (exposiciones, escritura);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 9: Sí;53;Municipal, 2021;30;ok;asignado_por_posicion
VFI_P54;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;53;Municipal, 2021;30;ok;asignado_por_posicion
P54;¿La municipalidad contó con personal exclusivo de la Biblioteca Municipal?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No contó;53;Municipal, 2021;30;ok;asignado_por_posicion
P54_T;Personal exclusivo de la Biblioteca Municipal / Total;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;53;Municipal, 2021;30;ok;sin_valores
P54_M;Personal exclusivo de la Biblioteca Municipal / Mujer;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;53;Municipalidad contó;30;ok;sin_valores
P54_H;Personal exclusivo de la Biblioteca Municipal / Hombre;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;53;con personal;30;ok;sin_valores
P54_1_T;Personal exclusivo de la Biblioteca Municipal / Profesionales en Bibliotecología / Total;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;Biblioteca Municipal,;30;ok;sin_valores
P54_1_M;Personal exclusivo de la Biblioteca Municipal / Profesionales en Bibliotecología / Mujer;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P54_1_H;Personal exclusivo de la Biblioteca Municipal / Profesionales en Bibliotecología / Hombre;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P54_2_T;Personal exclusivo de la Biblioteca Municipal / Otros / Total;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P54_2_M;Personal exclusivo de la Biblioteca Municipal / Otros / Mujer;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P54_2_H;Personal exclusivo de la Biblioteca Municipal / Otros / Hombre;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
VFI_P55;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;54;2021;30;ok;asignado_por_posicion
P55_1;Material bibliográfico / Libros;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;54;2021;30;ok;asignado_por_posicion
P55_1_1;Material bibliográfico / Número de ejemplares / Libros;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P55_2;Material bibliográfico / Libros electrónicos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;54;2021;30;ok;asignado_por_posicion
P55_2_1;Material bibliográfico / Número de ejemplares / Libros electrónicos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P55_3;Material bibliográfico / Revistas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;54;2021;30;ok;asignado_por_posicion
P55_3_1;Material bibliográfico / Número de ejemplares / Revistas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P55_4;Material bibliográfico / Periódicos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;54;2021;30;ok;asignado_por_posicion
P55_4_1;Material bibliográfico / Número de ejemplares / Periódicos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;54;2021;30;ok;sin_valores
P55_5;Material bibliográfico / Material Audiovisual;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;55;contó con material;30;ok;asignado_por_posicion
P55_5_1;Material bibliográfico / Número de ejemplares / Material Audiovisual;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;55;bibliográfico, 2021;30;ok;sin_valores
P55_6;Material bibliográfico / Material en Braille;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;55;bibliográfico, 2021;30;ok;asignado_por_posicion
P55_6_1;Material bibliográfico / Número de ejemplares / Material en Braille;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;55;bibliográfico, 2021;30;ok;sin_valores
P55_7;Material bibliográfico / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;55;bibliográfico, 2021;30;ok;asignado_por_posicion
P55_7_1;Material bibliográfico / Número de ejemplares / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;55;bibliográfico, 2021;30;ok;sin_valores
P55_7_O;Material bibliográfico / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;55;bibliográfico, 2021;30;ok;sin_valores
P55_8;Material bibliográfico / Libros clasificados;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;55;bibliográfico, 2021;30;ok;asignado_por_posicion
P55_8_1;Material bibliográfico / Número de ejemplares / Libros clasificados;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;55;bibliográfico, 2021;30;ok;sin_valores
P55_9;Material bibliográfico / Libros catalogados;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;55;bibliográfico, 2021;30;ok;asignado_por_posicion
P55_9_1;Material bibliográfico / Número de ejemplares / Libros catalogados;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;55;bibliográfico, 2021;30;ok;sin_valores
VFI_P56;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;55;bibliográfico, 2021;31;ok;asignado_por_posicion
P56;¿La Biblioteca Municipal contó con computadoras operativas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No contó;56;contó con;31;ok;asignado_por_posicion
P56_T;Total de computadoras operativas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;56;operativas, 2021;31;ok;sin_valores
P56_A;Número de computadoras operativas con acceso a Internet;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;56;operativas, 2021;31;ok;sin_valores
VFI_P57;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;56;operativas, 2021;31;ok;asignado_por_posicion
P57_1;¿La Biblioteca Municipal contó con equipos operativos / Fotocopiadora?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;56;operativas, 2021;31;ok;asignado_por_posicion
P57_1_1;La Biblioteca Municipal contó con equipos operativos / Número de equipos operativos / Fotocopiadora;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;56;operativas, 2021;31;ok;sin_valores
P57_2;¿La Biblioteca Municipal contó con equipos operativos / Impresora?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;56;operativas, 2021;31;ok;asignado_por_posicion
P57_2_1;La Biblioteca Municipal contó con equipos operativos / Número de equipos operativos / Impresora;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;56;operativas, 2021;31;ok;sin_valores
P57_3;¿La Biblioteca Municipal contó con equipos operativos / Proyector multimedia?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;56;operativas, 2021;31;ok;asignado_por_posicion
P57_3_1;La Biblioteca Municipal contó con equipos operativos / Número de equipos operativos / Proyector multimedia;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;56;Biblioteca Municipal;31;ok;sin_valores
P57_4;¿La Biblioteca Municipal contó con equipos operativos / Televisor (TV)?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;57;operativos, 2021;31;ok;asignado_por_posicion
P57_4_1;La Biblioteca Municipal contó con equipos operativos / Número de equipos operativos / Televisor (TV);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;57;operativos, 2021;31;ok;sin_valores
P57_5;¿La Biblioteca Municipal contó con equipos operativos / DVD y/o Blue-ray?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;57;operativos, 2021;31;ok;asignado_por_posicion
P57_5_1;La Biblioteca Municipal contó con equipos operativos / Número de equipos operativos / DVD y/o Blue-ray;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;57;operativos, 2021;31;ok;sin_valores
P57_6;¿La Biblioteca Municipal contó con equipos operativos / Otro?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;57;operativos, 2021;31;ok;asignado_por_posicion
P57_6_1;La Biblioteca Municipal contó con equipos operativos / Número de equipos operativos / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;57;operativos, 2021;31;ok;sin_valores
P57_6_O;La Biblioteca Municipal contó con equipos operativos / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;57;operativos, 2021;31;ok;sin_valores
VFI_P58;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;57;operativos, 2021;31;ok;asignado_por_posicion
P58_1;¿La municipalidad administró locales para uso recreacional y cultural / Casas de la Cultura?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;57;operativos, 2021;31;ok;asignado_por_posicion
P58_1_1;Número de locales / Casas de la Cultura;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;57;operativos, 2021;31;ok;sin_valores
P58_2;¿La municipalidad administró locales para uso recreacional y cultural / Teatros ?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;57;operativos, 2021;31;ok;asignado_por_posicion
P58_2_1;Número de locales / Teatros;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;57;administró locales;31;ok;sin_valores
P58_3;¿La municipalidad administró locales para uso recreacional y cultural / Museos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;58;recreacional y;31;ok;asignado_por_posicion
P58_3_1;Número de locales / Museos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;58;cultural, 2021;31;ok;sin_valores
P58_4;¿La municipalidad administró locales para uso recreacional y cultural / Otro?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;58;cultural, 2021;31;ok;asignado_por_posicion
P58_4_1;Número de locales / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;58;cultural, 2021;31;ok;sin_valores
P58_4_O;La municipalidad administró locales para uso recreacional y cultural / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;58;cultural, 2021;31;ok;sin_valores
VFI_P59;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;58;Municipalidad que;31;ok;asignado_por_posicion
P59_1;¿La municipalidad administra infraestructura deportiva y/o recreativa / Estadios?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;59;infraestructura;31;ok;asignado_por_posicion
P59_1_1;Número de infraestructura deportiva y/o recreativa / Estadios;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;59;recreativa, 2022;31;ok;sin_valores
P59_2;¿La municipalidad administra infraestructura deportiva y/o recreativa / Complejos deportivos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;59;recreativa, 2022;32;ok;asignado_por_posicion
P59_2_1;Número de infraestructura deportiva y/o recreativa / Complejos deportivos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;59;recreativa, 2022;32;ok;sin_valores
P59_3;¿La municipalidad administra infraestructura deportiva y/o recreativa / Coliseos deportivos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;59;recreativa, 2022;32;ok;asignado_por_posicion
P59_3_1;Número de infraestructura deportiva y/o recreativa / Coliseos deportivos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;59;recreativa, 2022;32;ok;sin_valores
P59_4;¿La municipalidad administra infraestructura deportiva y/o recreativa / Losas multideportivas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;59;recreativa, 2022;32;ok;asignado_por_posicion
P59_4_1;Número de infraestructura deportiva y/o recreativa / Losas multideportivas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;59;recreativa, 2022;32;ok;sin_valores
P59_5;¿La municipalidad administra infraestructura deportiva y/o recreativa / Losas solo para fulbito?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;59;recreativa, 2022;32;ok;asignado_por_posicion
P59_5_1;Número de infraestructura deportiva y/o recreativa / Losas solo para fulbito;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;59;recreativa, 2022;32;ok;sin_valores
P59_6;¿La municipalidad administra infraestructura deportiva y/o recreativa / Losas solo para vóley?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;59;recreativa, 2022;32;ok;asignado_por_posicion
P59_6_1;Número de infraestructura deportiva y/o recreativa / Losas solo para vóley;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;59;Municipalidad que;32;ok;sin_valores
