nombre_campo;descripcion;modulo;valores_permitidos;numero_pregunta;tema_pregunta;pagina_pdf;estado_extraccion;asignacion_valores
P23_6_2;Ordenamiento Urbano / N° Resolución de Alcaldía u otra norma que aprueba el Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Esquema de instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;13;ok;sin_valores
P23_6_3;Ordenamiento Urbano / Incluye procesos de prevención y reducción del riesgo de Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Esquema de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;13;ok;asignado_por_posicion
P23_6_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Esquema de Ordenamiento Urbano / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;13;ok;asignado_por_posicion
P23_6_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Esquema de Ordenamiento Urbano / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;13;ok;sin_valores
P23_7;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo Rural;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;13;ok;asignado_por_posicion
P23_7_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo Rural / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;13;ok;sin_valores
P23_7_2;Desarrollo Rural / N° Resolución de Alcaldía u otra norma que aprueba el Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;13;ok;sin_valores
P23_7_3;Desarrollo Rural / Incluye procesos de prevención y reducción del riesgo de Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;13;ok;asignado_por_posicion
P23_7_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo Rural / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;13;ok;asignado_por_posicion
P23_7_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo Rural / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_8;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo de Capacidades;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_8_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo de Capacidades / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_8_2;Desarrollo de Capacidades / N° Resolución de Alcaldía u otra norma que Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de aprueba el instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_8_3;Desarrollo de Capacidades / Incluye procesos de prevención y reducción del Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de riesgo de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_8_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo de Capacidades / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_8_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Desarrollo de Capacidades / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_9;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Reglamento de Organización y Funciones;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_9_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Reglamento de Organización y Funciones / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;Municipalidades que;14;ok;sin_valores
P23_9_2;de Organización y Funciones / N° Resolución de Alcaldía u otra norma que Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Reglamento aprueba el instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;desarrollo urbano;14;ok;sin_valores
P23_9_3;de Organización y Funciones / Incluye procesos de prevención y reducción del Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Reglamento riesgo de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_9_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Reglamento de Organización y Funciones / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_9_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Reglamento de Organización y Funciones / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_10;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Organización y Funciones;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_10_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Organización y Funciones / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_10_2;Organización y Funciones / N° Resolución de Alcaldía u otra norma que aprueba Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de el instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;14;ok;sin_valores
P23_10_3;Organización y Funciones / Incluye procesos de prevención y reducción del Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de riesgo de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;14;ok;asignado_por_posicion
P23_10_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Organización y Funciones / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;15;ok;asignado_por_posicion
P23_10_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Organización y Funciones / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_11;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Cuadro de Asignación de Personal;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;15;ok;asignado_por_posicion
P23_11_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Cuadro de Asignación de Personal / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_11_2;Asignación de Personal / N° Resolución de Alcaldía u otra norma que aprueba el Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Cuadro de instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_11_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Cuadro de Asignación de Personal / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;15;ok;asignado_por_posicion
P23_11_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Cuadro de Asignación de Personal / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;de gestión y;15;ok;sin_valores
P23_12;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Procedimientos;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;15;ok;asignado_por_posicion
P23_12_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Procedimientos / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_12_2;Procedimientos / N° Resolución de Alcaldía u otra norma que aprueba el Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_12_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Procedimientos / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;15;ok;asignado_por_posicion
P23_12_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Manual de Procedimientos / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_13;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Igualdad de Género;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;15;ok;asignado_por_posicion
P23_13_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Igualdad de Género / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_13_2;Igualdad de Género / N° Resolución de Alcaldía u otra norma que aprueba el Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;15;ok;sin_valores
P23_13_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Igualdad de Género / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Consejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_13_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Igualdad de Género / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_15;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Accesibilidad Local;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_15_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Accesibilidad Local / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_15_2;Accesibilidad Local / N° Resolución de Alcaldía u otra norma que aprueba el Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_15_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Accesibilidad Local / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_15_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan de Accesibilidad Local / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;de gestión y;16;ok;sin_valores
P23_16;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Preparación y Respuesta Frente al COVID-19;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_16_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Preparación y Respuesta Frente al COVID-19 / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_16_2;Preparación y Respuesta Frente al COVID-19 / N° Resolución de Alcaldía u otra Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de norma que aprueba el instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_16_3;Preparación y Respuesta Frente al COVID-19 / Incluye procesos de prevención y Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de reducción del riesgo de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_16_4;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Preparación y Respuesta Frente al COVID-19 / ¿Por qué no tiene?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Falta aprobar por el Concejo Municipal | 2: En elaboración | 3: Falta de recursos para su elaboración | 4: Otro;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_16_4_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Plan Local de Preparación y Respuesta Frente al COVID-19 / ¿Por qué no tiene? / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_14;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Otro;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;16;ok;asignado_por_posicion
P23_14_1_O;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Otro / Especifique (Nombre del instrumento);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;16;ok;sin_valores
P23_14_1;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Otro / Último año de publicación;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;17;ok;sin_valores
P23_14_2;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Otro / N° Resolución de Alcaldía u otra norma que aprueba el instrumento;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;de gestión y;17;ok;sin_valores
P23_14_3;Instrumentos de gestión y desarrollo urbano y/o rural que dispone / Otro / Incluye procesos de prevención y reducción del riesgo de desastres;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;23;y/o rural, 2022;17;ok;asignado_por_posicion
VFI_P24;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No Informó | 1: Informó;23;y/o rural, 2022;17;ok;asignado_por_posicion
P24;¿La municipalidad tiene conformado el Consejo de Coordinación Local (CCL)?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No tiene conformado;23;y/o rural, 2022;17;ok;asignado_por_posicion
P24_1_T;Miembros del Consejo de Coordinación Local / Concejo Municipal Provincial o Distrital / Total;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;17;ok;sin_valores
P24_1_M;Miembros del Consejo de Coordinación Local / Concejo Municipal Provincial o Distrital / Mujer;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;17;ok;sin_valores
P24_1_H;Miembros del Consejo de Coordinación Local / Concejo Municipal Provincial o Distrital / Hombre;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;17;ok;sin_valores
P24_2_T;Miembros del Consejo de Coordinación Local / Alcaldes Distritales / Total (Solo municipalidad provincial);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;y/o rural, 2022;17;ok;sin_valores
P24_2_M;Miembros del Consejo de Coordinación Local / Alcaldes Distritales / Mujer (Solo municipalidad provincial);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;23;Consejo de;17;ok;sin_valores
P24_2_H;Miembros del Consejo de Coordinación Local / Alcaldes Distritales / Hombre (Solo municipalidad provincial);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;(CCL), al 31 de;17;ok;sin_valores
P24_3_T;Miembros del Consejo de Coordinación Local / Alcaldes de Centros Poblados / Total (Solo municipalidad distrital);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
P24_3_M;Miembros del Consejo de Coordinación Local / Alcaldes de Centros Poblados / Mujer (Solo municipalidad distrital);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
P24_3_H;Miembros del Consejo de Coordinación Local / Alcaldes de Centros Poblados / Hombre (Solo municipalidad distrital);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
P24_4_T;Miembros del Consejo de Coordinación Local / Representantes de la Sociedad Civil / Total;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
P24_4_M;Miembros del Consejo de Coordinación Local / Representantes de la Sociedad Civil / Mujer;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
P24_4_H;Miembros del Consejo de Coordinación Local / Representantes de la Sociedad Civil / Hombre;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
VFI_P25;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No informó | 1: Informó;24;diciembre 2021;17;ok;asignado_por_posicion
P25_1;Actividades que ejecutó el Consejo de Coordinación Local / Realizó sesiones de consejo;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 1: Sí;24;diciembre 2021;17;ok;asignado_por_posicion
P25_1_1;Actividades que ejecutó el Consejo de Coordinación Local / Realizó sesiones de consejo / Número de sesiones;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;24;diciembre 2021;17;ok;sin_valores
P25_2;Actividades que ejecutó el Consejo de Coordinación Local / Participó en la elaboración del Plan de Desarrollo Municipal Concertado;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 2: Sí;24;Actividades que;17;ok;asignado_por_posicion
P25_3;Actividades que ejecutó el Consejo de Coordinación Local / Participó en el Presupuesto Participativo;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 3: Sí;25;Local (CCL), 2021;17;ok;asignado_por_posicion
P25_4;Actividades que ejecutó el Consejo de Coordinación Local / Otro;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 4: Sí;25;Local (CCL), 2021;17;ok;asignado_por_posicion
P25_4_O;Actividades que ejecutó el Consejo de Coordinación Local / Otro / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;25;Local (CCL), 2021;17;ok;sin_valores
P25_5;Actividades que ejecutó el Consejo de Coordinación Local / No ejecutó actividades;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 5: Sí;25;Local (CCL), 2021;17;ok;asignado_por_posicion
VFI_P26A;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No informó | 1: Informó;25;Municipalidad que;17;ok;asignado_por_posicion
P26A;Actualmente, ¿la municipalidad tiene Texto Único de Procedimientos Administrativos (TUPA)?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;26A;Administrativos;17;ok;asignado_por_posicion
VFI_P26;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No informó | 1: Informó;26A;Municipalidad que;18;ok;asignado_por_posicion
P26;¿La municipalidad tiene Texto Único de Procedimientos Administrativos (TUPA) según Metodología de Determinación de Costos?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No tiene;26B;Administrativos;18;ok;asignado_por_posicion
P26A_1;La municipalidad tiene Texto Único de Procedimientos Administrativos / Número de Procedimientos Administrativos que contiene el TUPA;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;26B;de Determinación de;18;ok;sin_valores
VFI_P27;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No informó | 1: Informó;26B;Procedimientos;18;ok;asignado_por_posicion
P27;Metodología de Determinación de Costos, ¿Ha sido ratificado por la El actual Texto Único de Procedimientos Administrativos (TUPA) según municipalidad provincial?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No ha sido ratificado;27;ratificado por la;18;ok;asignado_por_posicion
VFI_P28;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No informó | 1: Informó;27;provincial, 2022;18;ok;asignado_por_posicion
P28_1;¿Dónde se publicó el TUPA vigente? / Diario Oficial “El Peruano”;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 1: Sí;27;provincial, 2022;18;ok;asignado_por_posicion
P28_2;¿Dónde se publicó el TUPA vigente? / Diario Local;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 2: Sí;27;Publicación del;18;ok;asignado_por_posicion
P28_3;¿Dónde se publicó el TUPA vigente? / Pizarra y/o vitrina de la municipalidad;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 3: Sí;28;Administrativos;18;ok;asignado_por_posicion
P28_4;¿Dónde se publicó el TUPA vigente? / Página Web de la municipalidad;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 4: Sí;28;2022;18;ok;asignado_por_posicion
P28_5;¿Dónde se publicó el TUPA vigente? / Otro;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No | 5: Sí;28;2022;18;ok;asignado_por_posicion
P28_5_O;¿Dónde se publicó el TUPA vigente? / Otro / Especifique;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;28;2022;18;ok;sin_valores
VFI_P29;Municipalidad informante;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;0: No informó | 1: Informó;28;2022;18;ok;asignado_por_posicion
P29_1;funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE ¿La municipalidad realizó procedimiento administrativo de Licencia de posterior)?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;28;2022;18;ok;asignado_por_posicion
P29_1_1;Licencia de funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE posterior) / Recepcionadas;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;28;2022;18;ok;sin_valores
P29_1_2;Licencia de funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE posterior) / Aprobadas;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;28;2022;18;ok;sin_valores
P29_1_3;Licencia de funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE posterior) / Desaprobadas;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;28;2022;18;ok;sin_valores
P29_1_4;Licencia de funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE posterior) / Costo unitario del procedimiento (Soles);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;28;Procedimientos;18;ok;sin_valores
P29_1_5;Licencia de funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE posterior) / Número de requisitos;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;29;Municipalidad, 2021;18;ok;sin_valores
P29_1_6;Licencia de funcionamiento para edificaciones calificadas con nivel de riesgo bajo (Con ITSE posterior) / Plazo de atención (Días hábiles);MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;;29;Municipalidad, 2021;18;ok;sin_valores
P29_2;funcionamiento para edificaciones calificadas con nivel de riesgo medio (Con ¿La municipalidad realizó procedimiento administrativo de Licencia de ITSE posterior)?;MÓDULO IV: COMPETENCIAS Y FUNCIONES DE LA MUNICIPALIDAD;1: Sí | 2: No;29;Municipalidad, 2021;18;ok;asignado_por_posicion
