dataset,bronze_rows,silver_rows,bronze_columns,silver_columns,columns_converted,date_columns_converted,numeric_columns_converted,technical_columns_added,columns_dropped,dropped_columns,conversion_errors,nulls_before,nulls_after,status,notes,silver_path
municipalidades_2022,1874,1874,1368,1278,1051,0,1048,5,94,"VFI, VFI_C96, VFI_C97, VFI_P100, VFI_P101, VFI_P102, VFI_P11A, VFI_P11B, VFI_P12, VFI_P13, VFI_P14, VFI_P15, VFI_P16, VFI_P17, VFI_P18, VFI_P19, VFI_P19A, VFI_P20, VFI_P21, VFI_P22, VFI_P23, VFI_P24, VFI_P25, VFI_P26, VFI_P26A, VFI_P27, VFI_P28, VFI_P29, VFI_P30, VFI_P31, VFI_P32, VFI_P33, VFI_P34, VFI_P35, VFI_P36, VFI_P37, VFI_P38, VFI_P39B, VFI_P40, VFI_P41, VFI_P42, VFI_P43, VFI_P44, VFI_P46, VFI_P47, VFI_P48, VFI_P48B, VFI_P49, VFI_P50, VFI_P51, VFI_P52, VFI_P53, VFI_P54, VFI_P55, VFI_P56, VFI_P57, VFI_P58, VFI_P59, VFI_P60A, VFI_P60B, VFI_P61, VFI_P62, VFI_P63, VFI_P64, VFI_P66, VFI_P67, VFI_P68, VFI_P69, VFI_P70, VFI_P71, VFI_P72A, VFI_P72B, VFI_P73, VFI_P74, VFI_P75, VFI_P76, VFI_P77, VFI_P78, VFI_P79, VFI_P80, VFI_P84A, VFI_P85, VFI_P86, VFI_P87, VFI_P87A, VFI_P88, VFI_P89, VFI_P90, VFI_P94, VFI_P95, VFI_P96, VFI_P97, VFI_P98, VFI_P99",137,0,819774,WITH_CONVERSION_ERRORS,,data\silver\renamu\municipalidades_2022\municipalidades_2022_silver.parquet
